,accessories,age,blurLevel,value,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,exposureLevel,value,beard,moustache,sideburns,gender,glasses,bald,hairColor,invisible,pitch,roll,yaw,eyeMakeup,lipMakeup,noiseLevel,value,eyeOccluded,foreheadOccluded,mouthOccluded,smile,faceId,height,left,top,width
0,[],31.0,medium,0.46,0.0,0.001,0.0,0.0,0.999,0.0,0.0,0.0,underExposure,0.21,0.4,0.4,0.4,male,NoGlasses,0.08,"[{'color': 'black', 'confidence': 1.0}, {'color': 'other', 'confidence': 0.82}, {'color': 'gray', 'confidence': 0.8}, {'color': 'brown', 'confidence': 0.16}, {'color': 'blond', 'confidence': 0.0}, {'color': 'red', 'confidence': 0.0}]",False,0.0,0.6,-4.9,False,False,low,0.14,False,False,False,0.999,c977b156-9808-4a69-9b5f-5cce7b960e67,254,481,191,254
